test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.3377659844496832, 'HR@5': 0.45496139548184156}","{'NDCG@5': 0.31405364832299815, 'HR@5': 0.43037974683544306}","{'NDCG@5': 0.2830170334632195, 'HR@5': 0.3928931960428023}","{'NDCG@5': 0.2653728442489293, 'HR@5': 0.3702283713952325}","{'NDCG@5': 0.2290585656791771, 'HR@5': 0.3251693590411673}","{'NDCG@5': 0.20305884077111874, 'HR@5': 0.2925657120439388}","{'NDCG@5': 0.1773429543290329, 'HR@5': 0.26168812989921614}","{'NDCG@5': 0.1568071734461594, 'HR@5': 0.23479510159403436}","{'NDCG@5': 0.1298346891233829, 'HR@5': 0.1991545646689848}","{'NDCG@5': 0.09939010755786243, 'HR@5': 0.15467429817388934}"
"{'NDCG@5': 0.33752250607805345, 'HR@5': 0.456391192450672}","{'NDCG@5': 0.3171922638695466, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2828217329731529, 'HR@5': 0.39309509388249547}","{'NDCG@5': 0.2659526655354694, 'HR@5': 0.36989498249708286}","{'NDCG@5': 0.2308110401903793, 'HR@5': 0.3260812923397603}","{'NDCG@5': 0.20235632470620926, 'HR@5': 0.29217340133385644}","{'NDCG@5': 0.1778470038589063, 'HR@5': 0.26168812989921614}","{'NDCG@5': 0.1567261542167545, 'HR@5': 0.233837312718068}","{'NDCG@5': 0.12937685058740367, 'HR@5': 0.19820004090816118}","{'NDCG@5': 0.09990281148384314, 'HR@5': 0.15521940583265195}"
"{'NDCG@5': 0.33665380113871585, 'HR@5': 0.45724907063197023}","{'NDCG@5': 0.3167565685911463, 'HR@5': 0.432570593962999}","{'NDCG@5': 0.28389425198380586, 'HR@5': 0.39531597011911973}","{'NDCG@5': 0.2652951812226409, 'HR@5': 0.36772795465910985}","{'NDCG@5': 0.23019306699509198, 'HR@5': 0.32660239708181343}","{'NDCG@5': 0.2019178451758966, 'HR@5': 0.29178109062377405}","{'NDCG@5': 0.17738394986439543, 'HR@5': 0.26161814109742443}","{'NDCG@5': 0.15610420003674713, 'HR@5': 0.23281111035096122}","{'NDCG@5': 0.12837511844486554, 'HR@5': 0.19649553419240473}","{'NDCG@5': 0.1005704541638586, 'HR@5': 0.1561733442354865}"
"{'NDCG@5': 0.3377117237914429, 'HR@5': 0.456391192450672}","{'NDCG@5': 0.31895244141499246, 'HR@5': 0.4345180136319377}","{'NDCG@5': 0.2864274694096003, 'HR@5': 0.39571976579850593}","{'NDCG@5': 0.26608093247689085, 'HR@5': 0.3712285380896816}","{'NDCG@5': 0.22969686342324871, 'HR@5': 0.32529963522668054}","{'NDCG@5': 0.20217137284918626, 'HR@5': 0.29158493526873286}","{'NDCG@5': 0.17689246603489445, 'HR@5': 0.25951847704367303}","{'NDCG@5': 0.15603400868998463, 'HR@5': 0.23274269685982077}","{'NDCG@5': 0.12889498549635894, 'HR@5': 0.19683643553555602}","{'NDCG@5': 0.09995621469968098, 'HR@5': 0.15515126737530663}"
"{'NDCG@5': 0.34003373873145865, 'HR@5': 0.45753503002573637}","{'NDCG@5': 0.3193946210260415, 'HR@5': 0.4345180136319377}","{'NDCG@5': 0.28672081619241246, 'HR@5': 0.3963254593175853}","{'NDCG@5': 0.26605683570447886, 'HR@5': 0.37089514919153194}","{'NDCG@5': 0.23002421179358482, 'HR@5': 0.32673267326732675}","{'NDCG@5': 0.20228541258944752, 'HR@5': 0.29178109062377405}","{'NDCG@5': 0.1759625645997622, 'HR@5': 0.25762877939529677}","{'NDCG@5': 0.1561197024401453, 'HR@5': 0.2324006294041185}","{'NDCG@5': 0.1291607556072938, 'HR@5': 0.19765459875911912}","{'NDCG@5': 0.09927282506158108, 'HR@5': 0.15406105205778142}"
"{'NDCG@5': 0.34183743242860265, 'HR@5': 0.4603946239633972}","{'NDCG@5': 0.31912770937092777, 'HR@5': 0.4315968841285297}","{'NDCG@5': 0.2875889629992726, 'HR@5': 0.39652735715727844}","{'NDCG@5': 0.26652431225575973, 'HR@5': 0.37089514919153194}","{'NDCG@5': 0.22983617420574243, 'HR@5': 0.32621156852527355}","{'NDCG@5': 0.20314617564850493, 'HR@5': 0.2930561004315418}","{'NDCG@5': 0.1767495923675179, 'HR@5': 0.25825867861142215}","{'NDCG@5': 0.15557743597118806, 'HR@5': 0.2311007730724499}","{'NDCG@5': 0.13023699980183603, 'HR@5': 0.19888184359446376}","{'NDCG@5': 0.0986137290474188, 'HR@5': 0.1532433905696375}"
"{'NDCG@5': 0.342126816904746, 'HR@5': 0.45696311123820416}","{'NDCG@5': 0.3198388855688287, 'HR@5': 0.4306231742940604}","{'NDCG@5': 0.28904572054956235, 'HR@5': 0.397536846355744}","{'NDCG@5': 0.2664887760621314, 'HR@5': 0.3693948991498583}","{'NDCG@5': 0.23124646995226766, 'HR@5': 0.32660239708181343}","{'NDCG@5': 0.20397687688751265, 'HR@5': 0.29354648881914475}","{'NDCG@5': 0.1778134038996655, 'HR@5': 0.2590985442329227}","{'NDCG@5': 0.15630964013725318, 'HR@5': 0.23157966751043305}","{'NDCG@5': 0.13014935734167943, 'HR@5': 0.1979955001022704}","{'NDCG@5': 0.09985801147241102, 'HR@5': 0.1550831289179613}"
"{'NDCG@5': 0.34371521066647615, 'HR@5': 0.46125250214469543}","{'NDCG@5': 0.32234716988273165, 'HR@5': 0.43378773125608566}","{'NDCG@5': 0.289015509004635, 'HR@5': 0.39672925499697154}","{'NDCG@5': 0.26673232149130505, 'HR@5': 0.3705617602933822}","{'NDCG@5': 0.23113356030252638, 'HR@5': 0.32464825429911415}","{'NDCG@5': 0.20418576401887106, 'HR@5': 0.29335033346410355}","{'NDCG@5': 0.17777040382825265, 'HR@5': 0.2588185890257559}","{'NDCG@5': 0.15656011775416476, 'HR@5': 0.23157966751043305}","{'NDCG@5': 0.1306193765565692, 'HR@5': 0.19935910547487556}","{'NDCG@5': 0.10044188701634167, 'HR@5': 0.15590079040610522}"
"{'NDCG@5': 0.3442899554336835, 'HR@5': 0.4606805833571633}","{'NDCG@5': 0.3242829591078348, 'HR@5': 0.43476144109055503}","{'NDCG@5': 0.2896921743770056, 'HR@5': 0.39975772259236825}","{'NDCG@5': 0.26560357381432115, 'HR@5': 0.36989498249708286}","{'NDCG@5': 0.23064396748090035, 'HR@5': 0.3243877019280875}","{'NDCG@5': 0.20480409425494125, 'HR@5': 0.293252255786583}","{'NDCG@5': 0.17791612201013374, 'HR@5': 0.25965845464725645}","{'NDCG@5': 0.1559852880546695, 'HR@5': 0.23055346514332625}","{'NDCG@5': 0.1296119257006718, 'HR@5': 0.19765459875911912}","{'NDCG@5': 0.09972810213963151, 'HR@5': 0.15494685200327066}"
"{'NDCG@5': 0.3433868357750266, 'HR@5': 0.4603946239633972}","{'NDCG@5': 0.3257118666675272, 'HR@5': 0.43500486854917236}","{'NDCG@5': 0.29009021215802555, 'HR@5': 0.39975772259236825}","{'NDCG@5': 0.2663080782084372, 'HR@5': 0.36989498249708286}","{'NDCG@5': 0.23017335474127582, 'HR@5': 0.3247785304846274}","{'NDCG@5': 0.20455542223174664, 'HR@5': 0.29335033346410355}","{'NDCG@5': 0.17789023146524946, 'HR@5': 0.2590985442329227}","{'NDCG@5': 0.15655476768619014, 'HR@5': 0.23103235958130944}","{'NDCG@5': 0.13019305924556693, 'HR@5': 0.19874548305720324}","{'NDCG@5': 0.09997525670285791, 'HR@5': 0.15494685200327066}"
"{'NDCG@5': 0.344716496087266, 'HR@5': 0.45982270517586504}","{'NDCG@5': 0.32464635552547266, 'HR@5': 0.436222005842259}","{'NDCG@5': 0.2917012880079306, 'HR@5': 0.4013729053099132}","{'NDCG@5': 0.2668849909687772, 'HR@5': 0.3707284547424571}","{'NDCG@5': 0.2316016445888006, 'HR@5': 0.32673267326732675}","{'NDCG@5': 0.2044060713043285, 'HR@5': 0.29197724597881525}","{'NDCG@5': 0.17873173759988673, 'HR@5': 0.25853863381858905}","{'NDCG@5': 0.15673249537176814, 'HR@5': 0.23130601354587124}","{'NDCG@5': 0.13117269504655635, 'HR@5': 0.20004090816117814}","{'NDCG@5': 0.0999084300626256, 'HR@5': 0.1531752521122922}"
"{'NDCG@5': 0.3483297941957586, 'HR@5': 0.46296825850729195}","{'NDCG@5': 0.3252183345878925, 'HR@5': 0.43670886075949367}","{'NDCG@5': 0.29111569812962784, 'HR@5': 0.402786190187765}","{'NDCG@5': 0.2676522654183293, 'HR@5': 0.37089514919153194}","{'NDCG@5': 0.23201419708498502, 'HR@5': 0.32764460656591976}","{'NDCG@5': 0.20469985902299093, 'HR@5': 0.29295802275402116}","{'NDCG@5': 0.17856414648933194, 'HR@5': 0.25720884658454646}","{'NDCG@5': 0.1559294978576383, 'HR@5': 0.23055346514332625}","{'NDCG@5': 0.1311797089780545, 'HR@5': 0.19888184359446376}","{'NDCG@5': 0.09993180517542724, 'HR@5': 0.15412919051512675}"
"{'NDCG@5': 0.34894577412700106, 'HR@5': 0.46153846153846156}","{'NDCG@5': 0.32690467191111905, 'HR@5': 0.4371957156767283}","{'NDCG@5': 0.2937027221087509, 'HR@5': 0.404603270745003}","{'NDCG@5': 0.26794386641359996, 'HR@5': 0.37222870478413067}","{'NDCG@5': 0.23263526282509567, 'HR@5': 0.32673267326732675}","{'NDCG@5': 0.20431952339905318, 'HR@5': 0.29403687720674776}","{'NDCG@5': 0.1791026263810194, 'HR@5': 0.25818868980963045}","{'NDCG@5': 0.15561214623739952, 'HR@5': 0.2306218786344667}","{'NDCG@5': 0.13181829092144445, 'HR@5': 0.19990454762391763}","{'NDCG@5': 0.09964537072677626, 'HR@5': 0.1545380212591987}"
"{'NDCG@5': 0.34857369244638997, 'HR@5': 0.4621103803259937}","{'NDCG@5': 0.32623126725474266, 'HR@5': 0.43646543330087634}","{'NDCG@5': 0.2939081893619245, 'HR@5': 0.4048051685846961}","{'NDCG@5': 0.268244270131616, 'HR@5': 0.3720620103350558}","{'NDCG@5': 0.23259509724029304, 'HR@5': 0.32764460656591976}","{'NDCG@5': 0.20512566348482156, 'HR@5': 0.29462534327187134}","{'NDCG@5': 0.1786794582923892, 'HR@5': 0.2576987681970885}","{'NDCG@5': 0.15652421976291225, 'HR@5': 0.230963946090169}","{'NDCG@5': 0.13027174463126245, 'HR@5': 0.19813186063953092}","{'NDCG@5': 0.09931021108000768, 'HR@5': 0.15392477514309075}"
"{'NDCG@5': 0.34752606548707377, 'HR@5': 0.46096654275092935}","{'NDCG@5': 0.327678280434352, 'HR@5': 0.43816942551119764}","{'NDCG@5': 0.29743979571985923, 'HR@5': 0.4082374318594791}","{'NDCG@5': 0.2686698947745666, 'HR@5': 0.3730621770295049}","{'NDCG@5': 0.2335305634185157, 'HR@5': 0.3271235018238666}","{'NDCG@5': 0.20515989716311836, 'HR@5': 0.29364456649666537}","{'NDCG@5': 0.17932164622903485, 'HR@5': 0.25860862262038076}","{'NDCG@5': 0.15739636903590817, 'HR@5': 0.23233221591297804}","{'NDCG@5': 0.13031800840447738, 'HR@5': 0.19813186063953092}","{'NDCG@5': 0.09952756934083014, 'HR@5': 0.15528754428999728}"
"{'NDCG@5': 0.34915157520725126, 'HR@5': 0.46382613668859024}","{'NDCG@5': 0.3289740709162027, 'HR@5': 0.43938656280428434}","{'NDCG@5': 0.2960445414422222, 'HR@5': 0.40722794266101353}","{'NDCG@5': 0.27052981184374814, 'HR@5': 0.3737289548258043}","{'NDCG@5': 0.23326662207989388, 'HR@5': 0.3272537780093799}","{'NDCG@5': 0.20585088804920645, 'HR@5': 0.29335033346410355}","{'NDCG@5': 0.17926095307944298, 'HR@5': 0.2590985442329227}","{'NDCG@5': 0.15735415896261, 'HR@5': 0.2306218786344667}","{'NDCG@5': 0.13039698745003583, 'HR@5': 0.19772277902774937}","{'NDCG@5': 0.09993159388292949, 'HR@5': 0.154606159716544}"
"{'NDCG@5': 0.3513612187503424, 'HR@5': 0.4606805833571633}","{'NDCG@5': 0.3288572065252131, 'HR@5': 0.439873417721519}","{'NDCG@5': 0.29717912648075095, 'HR@5': 0.408035534019786}","{'NDCG@5': 0.26917865572317606, 'HR@5': 0.37139523253875645}","{'NDCG@5': 0.2330969161486556, 'HR@5': 0.325951016154247}","{'NDCG@5': 0.20617477050890787, 'HR@5': 0.2924676343664182}","{'NDCG@5': 0.1787183527585545, 'HR@5': 0.2576987681970885}","{'NDCG@5': 0.15663942629408745, 'HR@5': 0.2300745707053431}","{'NDCG@5': 0.12969753883390095, 'HR@5': 0.19635917365514421}","{'NDCG@5': 0.09974154076227025, 'HR@5': 0.1545380212591987}"
"{'NDCG@5': 0.3514589044520692, 'HR@5': 0.46125250214469543}","{'NDCG@5': 0.3303311464910407, 'HR@5': 0.44206426484907496}","{'NDCG@5': 0.29652179418240726, 'HR@5': 0.4082374318594791}","{'NDCG@5': 0.2692254727128927, 'HR@5': 0.37139523253875645}","{'NDCG@5': 0.23351898377687186, 'HR@5': 0.32686294945284}","{'NDCG@5': 0.2050591740611902, 'HR@5': 0.29129070223617104}","{'NDCG@5': 0.1792158499686545, 'HR@5': 0.25825867861142215}","{'NDCG@5': 0.1572756173476839, 'HR@5': 0.23116918656359034}","{'NDCG@5': 0.1300397388194481, 'HR@5': 0.19724551714733757}","{'NDCG@5': 0.09968426876029093, 'HR@5': 0.15419732897247207}"
"{'NDCG@5': 0.3521695516819454, 'HR@5': 0.4623963397197598}","{'NDCG@5': 0.33103800193149446, 'HR@5': 0.4423076923076923}","{'NDCG@5': 0.29869099456027226, 'HR@5': 0.4104583080961034}","{'NDCG@5': 0.2693464301235033, 'HR@5': 0.3705617602933822}","{'NDCG@5': 0.23321954995360739, 'HR@5': 0.3271235018238666}","{'NDCG@5': 0.20652894517070888, 'HR@5': 0.2930561004315418}","{'NDCG@5': 0.1801149944065729, 'HR@5': 0.25916853303471443}","{'NDCG@5': 0.15772249095506002, 'HR@5': 0.23144284052815214}","{'NDCG@5': 0.13021715941693654, 'HR@5': 0.19690461580418628}","{'NDCG@5': 0.0993202030948426, 'HR@5': 0.1529708367402562}"
"{'NDCG@5': 0.352497926766457, 'HR@5': 0.46182442093222764}","{'NDCG@5': 0.3298802416506693, 'HR@5': 0.44206426484907496}","{'NDCG@5': 0.29739454618424543, 'HR@5': 0.4082374318594791}","{'NDCG@5': 0.267968625991941, 'HR@5': 0.3692282047007835}","{'NDCG@5': 0.2337743047058743, 'HR@5': 0.32803543512245964}","{'NDCG@5': 0.20542200828866386, 'HR@5': 0.2909964692036093}","{'NDCG@5': 0.1804082045238102, 'HR@5': 0.259028555431131}","{'NDCG@5': 0.15688932808595912, 'HR@5': 0.230211397687624}","{'NDCG@5': 0.13001776232652995, 'HR@5': 0.196563714461035}","{'NDCG@5': 0.09890440852522353, 'HR@5': 0.15249386753883892}"
"{'NDCG@5': 0.3514696510997687, 'HR@5': 0.4635401772948241}","{'NDCG@5': 0.33164621786209564, 'HR@5': 0.443524829600779}","{'NDCG@5': 0.29996309777482755, 'HR@5': 0.4096507167373309}","{'NDCG@5': 0.2698039424455349, 'HR@5': 0.37222870478413067}","{'NDCG@5': 0.23332952454693917, 'HR@5': 0.32673267326732675}","{'NDCG@5': 0.20600177187246457, 'HR@5': 0.29129070223617104}","{'NDCG@5': 0.18037416811726278, 'HR@5': 0.2599384098544233}","{'NDCG@5': 0.15806513221759147, 'HR@5': 0.23219538893069713}","{'NDCG@5': 0.13041924920419268, 'HR@5': 0.19635917365514421}","{'NDCG@5': 0.09935763660603107, 'HR@5': 0.15290269828291086}"
"{'NDCG@5': 0.35232850321551806, 'HR@5': 0.4621103803259937}","{'NDCG@5': 0.33194590669282226, 'HR@5': 0.4452288218111003}","{'NDCG@5': 0.2998405346344163, 'HR@5': 0.41166969513426205}","{'NDCG@5': 0.26901227139254835, 'HR@5': 0.369728288048008}","{'NDCG@5': 0.23508389234787525, 'HR@5': 0.32881709223553934}","{'NDCG@5': 0.2074101353821651, 'HR@5': 0.29423303256178895}","{'NDCG@5': 0.18085975110436053, 'HR@5': 0.25965845464725645}","{'NDCG@5': 0.15829411413269762, 'HR@5': 0.23274269685982077}","{'NDCG@5': 0.13068549132441706, 'HR@5': 0.19710915661007705}","{'NDCG@5': 0.09973356751453724, 'HR@5': 0.1529708367402562}"
"{'NDCG@5': 0.3532676830464589, 'HR@5': 0.46582785244495284}","{'NDCG@5': 0.3312265690645686, 'HR@5': 0.4425511197663096}","{'NDCG@5': 0.299952363527254, 'HR@5': 0.4138905713708863}","{'NDCG@5': 0.2694910327571006, 'HR@5': 0.3712285380896816}","{'NDCG@5': 0.2350564690016503, 'HR@5': 0.32881709223553934}","{'NDCG@5': 0.2072505726117698, 'HR@5': 0.29295802275402116}","{'NDCG@5': 0.18082328617963891, 'HR@5': 0.25867861142217247}","{'NDCG@5': 0.15821819097344728, 'HR@5': 0.23274269685982077}","{'NDCG@5': 0.1305967738047693, 'HR@5': 0.19635917365514421}","{'NDCG@5': 0.1000780792685578, 'HR@5': 0.15358408285636413}"
"{'NDCG@5': 0.35129920895325, 'HR@5': 0.4646840148698885}","{'NDCG@5': 0.3312033610539883, 'HR@5': 0.4423076923076923}","{'NDCG@5': 0.2995863053800874, 'HR@5': 0.4124772864930345}","{'NDCG@5': 0.2695128830394742, 'HR@5': 0.3707284547424571}","{'NDCG@5': 0.23531964045311135, 'HR@5': 0.3293381969775925}","{'NDCG@5': 0.2082897789598988, 'HR@5': 0.29501765398195373}","{'NDCG@5': 0.18130171186738564, 'HR@5': 0.2594484882418813}","{'NDCG@5': 0.15901893040678095, 'HR@5': 0.23342683177122528}","{'NDCG@5': 0.131162047517525, 'HR@5': 0.19710915661007705}","{'NDCG@5': 0.09960615367864308, 'HR@5': 0.15276642136822022}"
"{'NDCG@5': 0.3524670768111519, 'HR@5': 0.4635401772948241}","{'NDCG@5': 0.3312042343446649, 'HR@5': 0.444255111976631}","{'NDCG@5': 0.29935653504679866, 'HR@5': 0.41146779729456895}","{'NDCG@5': 0.26973369965426813, 'HR@5': 0.37039506584430737}","{'NDCG@5': 0.23439673247331688, 'HR@5': 0.32751433038040645}","{'NDCG@5': 0.20751722393523733, 'HR@5': 0.29442918791683015}","{'NDCG@5': 0.18001101755449037, 'HR@5': 0.259028555431131}","{'NDCG@5': 0.1572702740583602, 'HR@5': 0.23089553259902854}","{'NDCG@5': 0.1302719929269265, 'HR@5': 0.1961546328492534}","{'NDCG@5': 0.09874491093702437, 'HR@5': 0.15153992913600436}"
"{'NDCG@5': 0.3513903641987292, 'HR@5': 0.4626822991135259}","{'NDCG@5': 0.3311689449930798, 'HR@5': 0.44474196689386564}","{'NDCG@5': 0.29990083448438354, 'HR@5': 0.41146779729456895}","{'NDCG@5': 0.26875101294632403, 'HR@5': 0.3683947324554092}","{'NDCG@5': 0.2362984133180102, 'HR@5': 0.3294684731631058}","{'NDCG@5': 0.20750714711316864, 'HR@5': 0.29482149862691254}","{'NDCG@5': 0.18122110694104163, 'HR@5': 0.2601483762597984}","{'NDCG@5': 0.15877690741688197, 'HR@5': 0.23335841828008483}","{'NDCG@5': 0.13126807466754276, 'HR@5': 0.19772277902774937}","{'NDCG@5': 0.09930577591143949, 'HR@5': 0.1524257290814936}"
"{'NDCG@5': 0.35309054774031357, 'HR@5': 0.46525593365742063}","{'NDCG@5': 0.33404376468901387, 'HR@5': 0.4476630963972736}","{'NDCG@5': 0.3025495328989494, 'HR@5': 0.4134867756915001}","{'NDCG@5': 0.26915146946268526, 'HR@5': 0.3700616769461577}","{'NDCG@5': 0.23739958792012503, 'HR@5': 0.32868681605002603}","{'NDCG@5': 0.20684988043769995, 'HR@5': 0.29295802275402116}","{'NDCG@5': 0.18072154670236304, 'HR@5': 0.25811870100783874}","{'NDCG@5': 0.15965565491657102, 'HR@5': 0.23493192857631526}","{'NDCG@5': 0.13143128787811909, 'HR@5': 0.19690461580418628}","{'NDCG@5': 0.09997701129108091, 'HR@5': 0.15344780594167348}"
