user_id	item_id	time
7009	1314	1168905600
8328	1226	1168992000
8756	822	1168992000
702	1313	1169078400
9114	719	1169078400
9912	858	1169078400
10856	3064	1169078400
4698	1429	1169164800
5709	1306	1169164800
10317	526	1169164800
10317	3144	1169164800
3290	750	1169251200
5985	323	1169251200
14199	508	1169251200
14389	990	1169251200
10117	866	1169337600
5334	699	1169424000
6775	3003	1169424000
13503	2882	1169424000
6266	210	1169510400
606	424	1169596800
4890	1141	1169769600
6103	2935	1169769600
11422	850	1169942400
12132	855	1169942400
763	3071	1170028800
9256	499	1170028800
13095	1293	1170028800
3844	1274	1170115200
9956	409	1170115200
7545	869	1170201600
3515	531	1170288000
4698	503	1170288000
5271	222	1170288000
11383	937	1170288000
11504	3268	1170288000
11280	1206	1170374400
1473	3239	1170720000
5670	1085	1170720000
5858	3135	1170720000
6029	1295	1170720000
6618	1455	1170720000
7428	1236	1170720000
7660	1314	1170720000
12584	1532	1170720000
12584	2935	1170720000
13442	623	1170720000
13726	1142	1170720000
2157	1244	1170806400
3564	1883	1170806400
4334	668	1170806400
6512	895	1170806400
7150	1425	1170806400
9666	1372	1170806400
13318	1654	1170806400
13318	1656	1170806400
1762	888	1170892800
10143	757	1170892800
10145	162	1171152000
8712	752	1171238400
8712	1416	1171238400
10212	1554	1171238400
14460	3337	1171238400
1568	377	1171324800
4698	1272	1171324800
6494	1161	1171324800
10338	3145	1171324800
12546	1444	1171324800
11143	1959	1171411200
12313	543	1171411200
335	3078	1171497600
5634	496	1171497600
5634	891	1171497600
5634	3001	1171497600
7595	690	1171497600
13453	1602	1171497600
2460	3023	1171584000
6001	1641	1171584000
6618	1404	1171670400
9313	98	1171670400
9313	2270	1171670400
11496	838	1171670400
11869	2935	1171670400
2995	531	1171756800
10429	1454	1171843200
3866	805	1171929600
9666	508	1171929600
9666	1370	1171929600
3045	457	1172016000
3844	1543	1172016000
4353	148	1172016000
7545	964	1172016000
10324	711	1172016000
11973	3268	1172016000
14460	1401	1172016000
5542	3236	1172102400
11652	718	1172102400
13530	714	1172102400
1089	3134	1172188800
4652	1041	1172188800
8852	534	1172188800
11715	2935	1172188800
14460	766	1172275200
6775	1126	1172361600
6635	543	1172448000
11189	730	1172448000
6770	6119	1172534400
10737	788	1172534400
13045	513	1172534400
13210	882	1172534400
405	1190	1172620800
3730	1227	1172620800
6139	3169	1172707200
13726	886	1172707200
700	677	1172793600
8139	938	1172793600
1596	1676	1172880000
3552	492	1172880000
2982	512	1172966400
6049	1416	1172966400
8248	597	1172966400
9286	1152	1173052800
11375	3344	1173052800
12134	1345	1173052800
13210	3497	1173052800
2009	323	1173139200
3638	1743	1173139200
3638	1744	1173139200
3765	1179	1173139200
7660	1317	1173139200
14460	902	1173139200
147	770	1173312000
659	1111	1173312000
1031	1445	1173312000
2027	514	1173312000
6468	476	1173312000
10074	924	1173312000
11066	897	1173312000
11701	1747	1173312000
11946	371	1173312000
12045	624	1173312000
12193	3120	1173312000
12418	3144	1173312000
12684	1009	1173312000
13279	2817	1173312000
6219	899	1173398400
8005	3788	1173398400
8119	587	1173398400
11066	693	1173398400
11066	1400	1173398400
11066	3001	1173398400
12255	3429	1173398400
12868	511	1173398400
1393	408	1173484800
1393	409	1173484800
2136	624	1173484800
9286	498	1173484800
10160	720	1173484800
10160	764	1173484800
12224	897	1173484800
14135	3268	1173484800
2832	1416	1173571200
5985	1261	1173571200
12493	1053	1173571200
13801	958	1173571200
4967	1067	1173657600
7261	753	1173657600
11668	305	1173657600
11668	3344	1173657600
983	3788	1173744000
13624	3139	1173744000
14274	1439	1173744000
750	1038	1173830400
5038	1222	1173830400
12584	1531	1173830400
3535	3474	1173916800
11205	2208	1173916800
14410	1571	1173916800
6218	3465	1174003200
10790	309	1174003200
11085	1098	1174003200
4014	1250	1174089600
5087	847	1174089600
6266	1008	1174262400
13079	3057	1174262400
1853	897	1174348800
3588	309	1174348800
4585	1227	1174348800
7130	3142	1174348800
10192	1868	1174348800
5227	1161	1174435200
5286	692	1174435200
5286	1037	1174435200
5286	1314	1174435200
5286	1612	1174435200
10106	496	1174435200
1514	45	1174521600
4013	406	1174521600
13116	3144	1174521600
1596	1610	1174608000
1596	2935	1174608000
2920	3268	1174608000
3564	435	1174608000
3564	436	1174608000
13874	180	1174608000
903	3268	1174694400
1534	1439	1174694400
12092	963	1174694400
669	1359	1174780800
9065	519	1174780800
9139	947	1174780800
10753	3260	1174780800
7662	1445	1174867200
7662	1645	1174867200
8421	564	1174867200
10143	1157	1174867200
12555	507	1174867200
6610	236	1174953600
8191	3235	1174953600
3638	364	1175040000
5952	1093	1175040000
10340	1425	1175040000
12351	1391	1175040000
10921	1589	1175126400
9802	1315	1175212800
1514	1314	1175299200
3696	1515	1175299200
9806	564	1175299200
35	1409	1175385600
3638	513	1175385600
386	3077	1175472000
6840	993	1175472000
7770	1224	1175472000
786	1053	1175558400
2547	564	1175558400
8712	519	1175558400
8712	1592	1175558400
5985	523	1175644800
7987	1086	1175644800
11275	3479	1175644800
12935	3128	1175644800
13298	1227	1175644800
14245	513	1175644800
5053	1425	1175731200
7077	1259	1175731200
1055	878	1175904000
6000	739	1175904000
7087	1168	1175904000
11705	1171	1175904000
13453	1141	1175904000
446	985	1175990400
768	507	1175990400
2179	493	1175990400
10260	1227	1176076800
6219	1612	1176163200
6656	640	1176163200
8712	363	1176163200
9601	309	1176163200
2349	699	1176249600
3362	1303	1176249600
3437	996	1176249600
6618	1631	1176249600
8795	807	1176249600
8795	809	1176249600
9983	1313	1176249600
12231	627	1176249600
3844	3076	1176336000
3844	3479	1176336000
4698	24	1176336000
4698	1012	1176336000
4698	1075	1176336000
4698	3466	1176336000
6890	1314	1176336000
8712	1307	1176336000
10429	723	1176336000
14569	2935	1176336000
1596	517	1176422400
1596	1314	1176422400
10317	1463	1176422400
5125	627	1176508800
10027	618	1176508800
8712	1257	1176681600
8712	1906	1176681600
4698	506	1176768000
1822	1676	1176854400
951	2531	1176940800
14460	794	1177027200
14460	1628	1177027200
14460	1631	1177027200
14460	3530	1177027200
3844	3534	1177113600
8694	814	1177200000
14326	1630	1177200000
9666	820	1177286400
6618	1152	1177372800
8093	578	1177459200
10515	1213	1177545600
2385	1625	1177632000
13726	1160	1177632000
6139	964	1177718400
13726	901	1177718400
13726	1212	1177718400
2385	508	1177804800
11777	3134	1177977600
13262	3287	1178064000
14327	435	1178064000
3060	838	1178236800
12493	1979	1178236800
3219	645	1178323200
14180	1193	1178323200
14602	1025	1178323200
786	3279	1178409600
2620	231	1178409600
7530	788	1178409600
11085	1416	1178409600
11715	1611	1178409600
12159	1403	1178409600
3189	763	1178496000
7145	323	1178496000
8210	1738	1178496000
10638	555	1178496000
14466	3001	1178496000
2929	1143	1178582400
7295	1425	1178582400
8933	504	1178582400
8933	543	1178582400
8933	713	1178582400
8933	733	1178582400
8933	752	1178582400
8933	755	1178582400
8933	822	1178582400
8933	945	1178582400
8933	947	1178582400
8933	949	1178582400
8933	1034	1178582400
8933	1213	1178582400
8933	1237	1178582400
14460	3579	1178582400
1721	1415	1178668800
2562	1137	1178668800
6775	220	1178668800
7269	1612	1178668800
7715	659	1178668800
7973	754	1178668800
13466	947	1178668800
13726	1442	1178668800
6782	895	1178755200
7186	3406	1178755200
9819	1314	1178755200
12685	838	1178755200
13318	1403	1178755200
14231	1168	1178755200
351	513	1178841600
1991	519	1178841600
1991	1366	1178841600
8519	1613	1178841600
11220	961	1178841600
438	499	1178928000
888	1182	1178928000
2167	1149	1178928000
2167	3518	1178928000
4555	614	1178928000
4555	1213	1178928000
5230	1148	1178928000
13079	918	1178928000
4473	534	1179014400
8168	613	1179014400
10181	155	1179100800
3087	1230	1179273600
7700	1722	1179273600
13750	1314	1179273600
887	838	1179360000
3898	1127	1179360000
6612	1621	1179360000
6634	1127	1179360000
13541	1015	1179360000
406	838	1179446400
2105	250	1179446400
3521	1015	1179446400
11955	508	1179446400
11152	545	1179532800
67	581	1179619200
7712	64	1179619200
8319	698	1179619200
8319	700	1179619200
8319	806	1179619200
953	791	1179705600
2666	737	1179705600
2655	506	1179792000
8130	236	1179792000
13047	942	1179792000
13047	1840	1179792000
8319	1085	1179878400
9551	305	1179878400
9551	1721	1179878400
10925	822	1179878400
12880	279	1179878400
7992	1712	1179964800
8252	1237	1179964800
8319	1381	1179964800
12206	1578	1179964800
8628	1587	1180051200
12193	493	1180051200
12193	519	1180051200
12193	571	1180051200
12193	895	1180051200
1461	468	1180137600
1461	622	1180137600
1461	1784	1180137600
545	1505	1180224000
2906	3580	1180224000
8297	1982	1180310400
10749	927	1180310400
4245	1289	1180483200
5768	3130	1180569600
9626	1969	1180569600
9666	478	1180656000
9387	526	1180742400
2541	591	1180915200
13386	1883	1180915200
5909	1013	1181001600
1519	2009	1181088000
5840	177	1181088000
6820	632	1181088000
1772	3387	1181174400
9666	1371	1181174400
10631	1307	1181174400
12589	409	1181174400
14442	316	1181174400
4213	1445	1181520000
4236	545	1181520000
12171	1314	1181520000
2151	1143	1181606400
3682	3294	1181606400
5764	953	1181606400
14460	1085	1181606400
1773	3406	1181692800
2286	1307	1181692800
2629	985	1181692800
3638	373	1181692800
3638	486	1181692800
5985	3234	1181692800
8033	3578	1181692800
7414	520	1181779200
7560	589	1181779200
8795	1503	1181779200
9754	468	1181779200
9754	618	1181779200
9754	619	1181779200
10112	2005	1181779200
10940	499	1181865600
12640	2140	1181865600
5349	750	1181952000
6266	1353	1181952000
10809	2140	1181952000
11737	543	1181952000
1596	1265	1182124800
1596	1671	1182124800
2239	318	1182124800
4741	956	1182124800
4095	635	1182384000
14368	1872	1182384000
14460	1139	1182384000
10508	443	1182470400
12351	25	1182470400
12351	652	1182643200
13726	457	1182643200
8093	1150	1182729600
12164	1150	1182729600
13245	623	1182729600
2286	888	1182816000
6773	555	1182816000
12870	2672	1182816000
13726	591	1182816000
13967	1425	1182816000
1963	1087	1182902400
2601	1099	1182902400
10577	43	1182902400
8055	1157	1182988800
13995	1531	1182988800
13995	2909	1182988800
1636	1069	1183075200
562	499	1183161600
562	3141	1183161600
10802	3138	1183161600
11281	488	1183248000
11034	178	1183334400
6775	256	1183420800
10809	3170	1183420800
12011	925	1183420800
13007	922	1183420800
8328	2944	1183507200
13518	3228	1183507200
14460	3144	1183507200
4095	1118	1183593600
4698	3051	1183593600
7673	1511	1183593600
7708	3228	1183593600
12493	838	1183593600
10802	3243	1183766400
11143	1723	1183766400
5985	330	1183852800
14178	571	1183852800
14341	1824	1183852800
899	593	1183939200
5782	632	1183939200
5858	622	1183939200
8319	148	1183939200
8319	383	1183939200
14353	1416	1183939200
1596	851	1184112000
1596	1090	1184112000
1596	1095	1184112000
9093	1457	1184112000
13752	1416	1184112000
12260	965	1184198400
4555	2531	1184371200
4907	3001	1184371200
10932	255	1184371200
35	3784	1184457600
3730	3268	1184457600
8712	1177	1184457600
9412	1416	1184457600
13047	1603	1184457600
11232	638	1184544000
14353	1735	1184544000
6775	258	1184630400
8328	1611	1184630400
8328	1676	1184630400
8328	2942	1184630400
12351	9	1184630400
13938	1085	1184630400
13938	1428	1184630400
5561	947	1184716800
13608	1589	1184716800
903	1393	1184803200
903	1795	1184803200
5434	643	1184803200
5561	948	1184803200
9236	3371	1184803200
12004	3144	1184803200
7660	1735	1184889600
785	1261	1184976000
899	1365	1184976000
8825	867	1184976000
9297	842	1184976000
8757	627	1185062400
1480	496	1185148800
1480	3144	1185148800
5009	2113	1185148800
8881	3581	1185148800
284	1085	1185235200
6775	242	1185235200
13726	1711	1185235200
1345	2059	1185408000
3293	2350	1185408000
10146	766	1185408000
12469	693	1185408000
12469	3141	1185408000
2286	645	1185494400
2300	762	1185494400
2300	3107	1185494400
2300	3196	1185494400
2300	3235	1185494400
2300	3579	1185494400
4326	779	1185494400
4980	258	1185494400
1259	1882	1185580800
2286	1360	1185580800
2300	213	1185580800
2300	735	1185580800
2300	747	1185580800
2300	752	1185580800
2300	764	1185580800
2300	766	1185580800
2300	767	1185580800
2300	3219	1185580800
6775	240	1185580800
14511	47	1185580800
11109	522	1185667200
3442	1030	1185753600
8497	1398	1185753600
13726	336	1185753600
13726	1139	1185753600
13726	1143	1185753600
5010	3146	1185840000
6441	3146	1185840000
5448	213	1186012800
3693	309	1186099200
8093	3113	1186099200
733	525	1186185600
899	838	1186185600
8421	317	1186185600
14611	3233	1186185600
214	899	1186272000
214	1641	1186272000
214	1723	1186272000
3278	1085	1186272000
6618	522	1186272000
10480	575	1186272000
2286	318	1186358400
3638	3107	1186358400
10403	1144	1186358400
35	1743	1186444800
6775	3002	1186444800
6944	1494	1186444800
13417	546	1186444800
9106	3144	1186531200
12684	1317	1186531200
3497	964	1186617600
6609	747	1186617600
6930	534	1186617600
3638	143	1186704000
4283	2140	1186704000
5436	1675	1186704000
14460	742	1186704000
14460	762	1186704000
14460	1830	1186704000
1021	545	1186790400
1671	1819	1186790400
10963	3001	1186790400
13535	3103	1186790400
263	1405	1186963200
4079	1308	1186963200
12767	742	1186963200
3926	3071	1187049600
14460	722	1187049600
2789	2070	1187136000
2897	1308	1187136000
5881	556	1187136000
6618	618	1187136000
13726	887	1187136000
9850	887	1187222400
12469	536	1187308800
1740	1827	1187395200
9317	3146	1187395200
1868	1228	1187481600
12351	1300	1187481600
12351	1301	1187481600
13726	840	1187568000
5199	786	1187654400
7545	1748	1187654400
10676	784	1187654400
2906	554	1187740800
7448	1921	1187740800
13726	1884	1187740800
787	2043	1187827200
8795	1094	1187827200
6597	1148	1187913600
14569	1675	1187913600
4658	1748	1188000000
14510	1315	1188000000
1317	3133	1188172800
11904	488	1188172800
1821	646	1188259200
13726	1830	1188259200
14460	1314	1188259200
9850	884	1188345600
13343	1522	1188345600
35	1848	1188432000
4486	2908	1188432000
5131	751	1188518400
5131	3193	1188518400
5243	1871	1188518400
2094	750	1188604800
2286	1384	1188604800
12246	1862	1188604800
7445	1713	1188777600
13726	516	1188777600
14498	2908	1188777600
5634	495	1188864000
11194	767	1188864000
4095	1420	1188950400
5342	1872	1188950400
10508	419	1188950400
10508	441	1188950400
2419	3204	1189036800
562	815	1189123200
3860	405	1189123200
10598	3040	1189123200
12869	510	1189123200
2286	1381	1189209600
2286	1385	1189209600
10802	1812	1189209600
7910	698	1189296000
214	1747	1189382400
2574	3130	1189382400
3662	2531	1189382400
5727	614	1189382400
7470	1439	1189382400
8074	220	1189382400
13045	307	1189382400
3638	371	1189468800
2485	538	1189555200
11588	125	1189555200
13726	491	1189555200
14653	2882	1189555200
2286	1367	1189641600
13276	1797	1189641600
10346	169	1189728000
13874	1885	1189728000
5296	1285	1189814400
8510	1872	1189814400
10056	1085	1189814400
10886	1541	1189814400
14156	1398	1189814400
12378	1811	1189900800
13	1541	1189987200
7318	187	1189987200
8617	1978	1190073600
9900	946	1190073600
5496	3076	1190160000
5991	1724	1190160000
10726	1145	1190160000
11791	488	1190160000
13210	3387	1190160000
13711	1496	1190160000
2087	2531	1190246400
10280	111	1190246400
14016	760	1190246400
3730	519	1190332800
3730	1145	1190332800
6137	235	1190332800
6137	3136	1190332800
9365	1143	1190419200
11808	1420	1190419200
6218	3579	1190505600
13094	316	1190505600
13094	404	1190505600
13094	520	1190505600
13094	867	1190505600
13094	1314	1190505600
13094	1525	1190505600
13094	1871	1190505600
13094	3064	1190505600
13094	3391	1190505600
13145	1317	1190505600
2100	947	1190592000
3174	1542	1190592000
4766	502	1190592000
5993	1978	1190592000
8610	1615	1190592000
8795	1116	1190592000
13509	3071	1190592000
2167	1289	1190678400
5185	3260	1190678400
5355	3268	1190678400
6944	3410	1190678400
12164	1723	1190678400
13726	1831	1190678400
14597	2984	1190678400
700	3107	1190764800
3638	2099	1190764800
12110	786	1190764800
13210	1148	1190764800
13524	309	1190764800
1877	2053	1190851200
3564	1397	1190851200
8795	592	1190851200
11715	564	1190851200
277	317	1190937600
277	471	1190937600
8242	553	1190937600
1924	1923	1191024000
2345	638	1191024000
8013	1811	1191024000
9940	3404	1191024000
11251	1397	1191024000
1205	1603	1191110400
3752	1213	1191110400
13551	3219	1191110400
14482	3142	1191110400
6771	618	1191196800
13501	3138	1191196800
14188	66	1191196800
35	317	1191283200
35	1852	1191283200
6775	857	1191283200
11169	40	1191283200
596	818	1191369600
959	3046	1191542400
9071	514	1191542400
11076	3292	1191542400
2611	3268	1191715200
35	3160	1191801600
13726	2315	1191801600
9608	1416	1191974400
10089	1079	1191974400
10546	139	1191974400
13726	334	1191974400
14502	3233	1191974400
233	101	1192060800
2546	653	1192060800
6603	606	1192060800
8288	1150	1192060800
4927	2247	1192147200
1339	3064	1192233600
3071	897	1192233600
3318	189	1192233600
3844	1978	1192233600
3890	3388	1192320000
2421	758	1192406400
12062	1811	1192406400
13047	1721	1192406400
13417	822	1192492800
3638	372	1192579200
5295	3063	1192579200
5815	745	1192579200
6615	1723	1192579200
3638	374	1192665600
3731	784	1192665600
9372	1676	1192665600
12859	627	1192665600
12929	491	1192665600
13011	125	1192665600
3437	1369	1192752000
3533	3052	1192752000
13326	32	1192752000
